nose1x,neck1x,right_shoulder1x,right_elbow1x,right_wrist1x,left_shoulder1x,left_elbow1x,left_wrist1x,right_hip1x,right_knee1x,right_ankle1x,left_hip1x,left_knee1x,left_ankle1x,right_eye1x,left_eye1x,right_ear1x,left_ear1x,background1x,nose1y,neck1y,right_shoulder1y,right_elbow1y,right_wrist1y,left_shoulder1y,left_elbow1y,left_wrist1y,right_hip1y,right_knee1y,right_ankle1y,left_hip1y,left_knee1y,left_ankle1y,right_eye1y,left_eye1y,right_ear1y,left_ear1y,background1y,nose2x,neck2x,right_shoulder2x,right_elbow2x,right_wrist2x,left_shoulder2x,left_elbow2x,left_wrist2x,right_hip2x,right_knee2x,right_ankle2x,left_hip2x,left_knee2x,left_ankle2x,right_eye2x,left_eye2x,right_ear2x,left_ear2x,background2x,nose2y,neck2y,right_shoulder2y,right_elbow2y,right_wrist2y,left_shoulder2y,left_elbow2y,left_wrist2y,right_hip2y,right_knee2y,right_ankle2y,left_hip2y,left_knee2y,left_ankle2y,right_eye2y,left_eye2y,right_ear2y,left_ear2y,background2y,label
0,507,551,628,660,545,433,413,528,326,232,449,314,213,0,0,531,0,0,0,578,573,609,634,580,628,637,665,673,719,667,668,712,0,0,558,0,0,0,0,0,629,0,465,0,0,0,564,530,0,389,294,0,0,0,0,0,0,0,0,610,0,582,0,0,0,681,732,0,708,739,0,0,0,0,0,fight
0,503,538,608,668,468,437,0,521,317,530,450,318,222,0,0,0,0,0,0,574,568,584,607,579,625,0,666,669,731,668,669,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,287,0,403,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,738,0,703,734,0,0,0,0,0,fight
618,506,540,599,664,470,436,671,518,324,533,446,696,223,611,624,597,634,0,593,571,565,567,613,574,620,633,659,672,729,662,668,710,588,586,592,589,0,0,620,592,573,0,648,680,0,605,567,281,646,318,0,0,0,0,0,0,0,621,624,656,0,618,639,0,685,679,740,681,670,0,0,0,0,0,0,fight
257,249,215,391,291,283,595,422,642,441,0,730,484,0,247,411,236,452,0,207,265,268,668,775,263,797,816,790,885,0,803,944,0,199,543,209,525,0,413,540,496,0,0,586,0,164,0,0,0,0,0,0,0,0,0,0,0,563,566,558,0,0,579,0,918,0,0,0,0,0,0,0,0,0,0,0,fight
0,510,495,563,648,464,437,399,520,320,220,447,317,217,0,0,0,0,0,0,577,571,627,629,578,631,626,669,670,714,667,670,711,0,0,0,0,0,0,0,541,0,0,549,0,661,454,378,526,0,396,0,0,0,0,0,0,0,0,578,0,0,581,0,627,673,712,731,0,697,0,0,0,0,0,0,fight
0,505,537,611,648,469,433,656,514,324,230,436,317,219,561,0,546,0,0,0,586,594,601,622,576,629,625,675,672,715,678,668,709,555,0,558,0,0,0,0,0,561,0,552,0,404,463,568,528,0,379,0,0,0,0,0,0,0,0,0,645,0,602,0,628,689,681,728,0,709,0,0,0,0,0,0,fight
562,515,532,541,583,482,608,598,502,326,705,439,684,712,559,0,545,0,0,543,569,566,541,596,560,598,593,657,671,680,671,651,677,535,0,535,0,0,0,0,499,0,0,548,616,656,444,562,218,0,318,209,0,0,0,0,0,0,0,571,0,0,578,601,619,674,673,709,0,664,707,0,0,0,0,0,fight
564,513,493,441,570,484,441,592,433,321,219,443,313,206,562,0,548,0,0,547,570,559,597,612,557,588,602,659,668,708,671,666,710,538,0,536,0,0,0,0,536,555,432,551,635,645,505,570,529,0,388,281,0,0,0,0,0,0,0,579,643,626,586,620,631,667,675,726,0,702,746,0,0,0,0,0,fight
0,518,550,573,0,483,439,422,503,384,529,433,305,195,0,0,565,0,0,0,566,573,608,0,556,583,632,673,710,729,669,668,712,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752,0,0,0,0,0,0,0,0,fight
0,514,484,440,540,548,586,578,440,309,198,435,661,205,0,0,0,0,0,0,561,558,611,606,562,545,604,665,663,710,669,651,706,0,0,0,0,0,0,0,0,0,0,0,588,629,0,359,527,475,306,531,0,0,0,0,0,0,0,0,0,0,0,606,630,0,712,725,670,664,727,0,0,0,0,0,fight
0,495,534,615,564,538,430,615,503,312,203,427,297,200,0,0,0,0,0,0,569,562,560,534,564,607,629,667,670,716,667,666,710,0,0,0,0,0,0,559,0,680,636,453,0,0,451,366,204,426,388,523,0,0,0,0,0,0,660,0,672,635,572,0,0,678,709,717,668,696,727,0,0,0,0,0,fight
0,487,528,571,0,446,414,0,515,541,530,430,297,195,0,0,0,0,0,0,579,574,596,0,582,638,0,659,669,731,674,669,711,0,0,0,0,0,0,620,0,0,0,657,694,0,0,0,263,429,0,0,0,0,0,0,0,0,661,0,0,0,654,691,0,0,0,744,675,0,0,0,0,0,0,0,fight
0,491,538,591,641,444,418,0,512,301,202,427,291,186,0,0,0,0,0,0,588,588,606,615,585,611,0,668,678,722,663,667,710,0,0,0,0,0,0,575,0,0,0,591,0,0,456,360,525,0,376,0,0,0,0,0,0,0,638,0,0,0,663,0,0,682,712,731,0,698,0,0,0,0,0,0,fight
640,494,536,581,641,448,0,635,441,292,186,424,288,183,0,0,630,0,0,642,587,588,601,618,586,0,624,673,673,715,652,666,709,0,0,650,0,0,0,621,595,0,0,540,0,0,0,365,270,0,0,0,0,0,0,0,0,0,663,648,0,0,594,0,0,0,712,742,0,0,0,0,0,0,0,0,fight
414,529,466,406,319,315,610,439,631,0,0,731,614,441,0,423,0,463,0,550,578,580,714,813,432,807,836,775,0,0,783,814,838,0,532,0,523,0,0,0,0,0,0,587,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,585,0,0,0,0,0,0,952,0,0,0,0,0,0,fight
0,626,539,643,0,653,644,0,463,379,273,438,288,176,0,0,0,0,0,0,665,584,608,0,676,612,0,662,705,739,644,666,711,0,0,0,0,0,0,0,601,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,649,0,0,0,0,0,0,739,0,0,0,0,0,0,0,0,0,fight
0,607,582,555,604,632,0,611,455,285,170,444,282,173,0,0,0,0,0,0,663,648,592,619,683,0,622,662,666,710,652,666,709,0,0,0,0,0,0,0,0,556,605,0,0,508,0,373,280,0,373,272,0,0,0,0,0,0,0,0,593,620,0,0,735,0,708,738,0,700,738,0,0,0,0,0,fight
594,598,576,547,565,524,625,627,425,285,167,425,281,172,595,605,0,621,0,621,649,634,609,625,576,597,626,662,668,711,674,664,708,610,617,0,627,0,0,0,0,0,401,628,626,0,0,290,0,0,357,259,0,0,0,0,0,0,0,0,0,634,669,598,0,0,729,0,0,700,737,0,0,0,0,0,fight
600,492,455,0,0,531,611,638,419,290,166,462,280,170,0,613,0,0,0,619,572,573,0,0,572,579,646,664,666,711,669,663,707,0,615,0,0,0,0,607,585,0,0,632,0,0,0,386,255,420,426,0,0,0,0,0,0,0,645,632,0,0,666,0,0,0,689,742,670,666,0,0,0,0,0,0,fight
0,606,585,0,0,630,0,637,534,305,0,534,271,162,0,0,0,0,0,0,640,624,0,0,641,0,634,666,727,0,675,661,705,0,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0,556,428,0,0,0,0,0,0,0,0,0,0,0,657,0,0,0,0,0,675,665,0,0,0,0,0,0,fight
0,588,0,0,0,0,0,634,418,304,151,415,266,157,0,0,0,0,0,0,640,0,0,0,0,0,638,669,731,710,660,661,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,0,0,0,0,0,0,0,fight
0,491,530,583,0,447,400,377,491,609,632,410,264,156,0,0,0,0,0,0,560,551,534,0,564,615,631,653,627,660,654,658,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732,720,0,0,0,0,0,0,0,0,fight
0,499,469,533,562,451,399,631,420,316,292,409,264,157,0,0,521,0,0,0,573,563,544,528,561,614,641,651,722,734,655,654,698,0,0,544,0,0,0,0,0,0,0,542,646,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,685,0,0,723,0,0,0,0,0,0,0,0,0,fight
0,495,521,0,0,460,401,388,455,286,236,396,256,144,545,0,533,0,0,0,572,581,0,0,559,605,624,655,732,749,661,660,703,548,0,550,0,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676,0,0,0,0,0,0,0,0,0,0,fight
0,469,501,544,0,434,394,375,474,599,624,391,255,146,0,0,0,0,0,0,570,570,568,0,568,615,631,656,637,671,670,661,704,0,0,0,0,0,0,0,445,0,0,526,0,0,417,354,146,390,398,459,0,0,0,0,0,0,0,574,0,0,580,0,0,669,693,712,671,672,729,0,0,0,0,0,fight
424,250,631,429,407,584,609,408,613,0,0,708,457,0,653,430,0,472,0,558,273,270,672,804,563,795,801,767,0,0,782,899,0,171,543,0,522,0,0,529,464,0,161,0,0,451,0,0,0,0,471,0,0,0,0,0,0,0,560,565,0,982,0,0,878,0,0,0,0,956,0,0,0,0,0,0,fight
0,463,501,566,528,424,392,371,481,358,138,412,257,143,0,0,0,0,0,0,569,568,569,541,569,615,626,656,690,708,647,656,703,0,0,0,0,0,0,517,0,0,0,555,0,0,0,275,465,0,368,0,0,0,0,0,0,0,582,0,0,0,599,0,0,0,724,726,0,682,0,0,0,0,0,0,fight
0,457,498,576,554,415,375,359,466,0,451,375,249,141,0,0,0,0,0,0,573,573,596,558,573,615,626,663,0,722,673,654,700,0,0,0,0,0,0,0,0,0,603,0,0,0,0,0,253,374,344,445,0,0,0,0,0,0,0,0,0,632,0,0,0,0,0,729,674,691,722,0,0,0,0,0,fight
0,453,500,581,594,406,368,344,495,617,633,365,252,144,0,0,0,0,0,0,575,574,613,582,575,620,632,677,637,684,678,658,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,736,0,0,0,0,0,0,0,0,fight
0,468,519,616,603,418,372,338,446,265,138,370,250,144,0,0,0,0,0,0,580,585,641,654,573,616,635,669,675,717,669,664,708,0,0,0,0,0,0,0,0,0,0,514,0,0,445,332,457,369,334,0,0,0,0,0,0,0,0,0,0,0,591,0,0,670,706,726,670,692,0,0,0,0,0,0,fight
0,474,525,559,603,425,378,0,451,628,462,374,247,139,0,0,522,0,0,0,584,590,640,639,575,609,0,675,656,733,663,667,712,0,0,578,0,0,0,0,0,0,0,0,0,0,0,562,226,0,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,740,0,0,736,0,0,0,0,0,fight
0,482,530,550,613,435,382,0,438,556,455,374,246,139,0,0,522,0,0,0,586,593,647,651,576,609,0,672,678,735,660,667,711,0,0,584,0,0,0,0,0,0,0,0,0,0,0,251,238,0,335,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,738,0,706,731,0,0,0,0,0,fight
0,492,537,557,616,448,386,0,445,336,592,386,255,147,0,0,0,0,0,0,578,586,638,648,569,609,0,664,708,668,649,662,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,385,0,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,650,0,731,0,0,0,0,0,fight
0,491,535,564,612,450,390,0,462,268,154,394,265,153,0,0,0,0,0,0,576,583,629,642,570,611,0,658,672,718,648,663,709,0,0,0,0,0,0,0,0,0,613,0,0,0,0,336,473,393,328,0,0,0,0,0,0,0,0,0,0,643,0,0,0,0,703,728,649,707,0,0,0,0,0,0,fight
0,506,546,587,620,466,394,336,468,520,479,396,263,156,0,0,0,0,0,0,576,583,630,644,570,618,625,665,733,734,651,665,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,231,0,349,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740,746,0,705,742,0,0,0,0,0,fight
0,496,538,577,598,455,397,347,467,646,236,400,264,163,0,0,0,0,0,0,573,575,629,652,570,619,622,669,662,742,657,666,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,399,340,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,0,658,706,738,0,0,0,0,0,fight
427,252,467,460,481,588,614,30,566,376,0,694,474,0,0,436,0,491,0,537,269,570,670,765,570,812,775,748,859,0,794,958,0,0,521,0,478,0,0,536,466,0,0,0,0,448,0,0,0,0,0,0,0,0,0,477,0,0,557,571,0,0,0,0,899,0,0,0,0,0,0,0,0,0,502,0,fight
0,484,524,573,603,447,402,357,417,271,173,411,273,174,0,0,0,0,0,0,570,569,604,635,572,618,616,661,663,706,657,664,705,0,0,0,0,0,0,563,0,0,0,0,0,0,485,661,480,410,361,265,0,0,0,0,0,0,629,0,0,0,0,0,0,664,668,730,658,702,740,0,0,0,0,0,fight
0,491,524,563,601,456,409,387,484,304,180,403,277,173,0,0,0,0,0,0,572,571,601,611,572,614,622,673,675,717,662,665,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,266,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,743,0,699,0,0,0,0,0,0,fight
609,495,528,508,610,460,412,383,412,277,178,415,281,182,610,0,611,0,0,663,579,579,580,615,579,620,622,662,667,708,660,667,707,665,0,632,0,0,0,546,0,563,0,574,0,0,491,672,490,414,369,267,0,0,0,0,0,0,610,0,600,0,676,0,0,670,671,737,661,703,744,0,0,0,0,0,fight
615,495,538,510,598,457,402,383,413,285,182,409,281,183,0,0,550,0,0,637,584,584,578,605,583,622,624,660,670,709,668,668,707,0,0,585,0,0,0,575,0,576,403,600,671,603,491,675,489,408,359,271,0,0,0,0,0,0,636,0,643,614,674,685,664,673,675,737,669,712,745,0,0,0,0,0,fight
607,503,543,566,401,465,401,385,486,284,183,406,283,184,605,615,563,626,0,623,584,590,604,611,579,619,620,677,671,707,669,666,704,614,615,588,619,0,606,597,0,589,594,625,0,0,0,677,491,0,358,0,620,0,594,0,0,665,635,0,657,624,644,0,0,0,672,736,0,708,0,638,0,612,0,0,fight
619,570,531,550,599,519,680,399,428,281,183,415,287,187,622,628,610,636,0,646,635,582,580,604,577,675,623,676,670,709,661,670,707,635,632,624,639,0,617,0,559,0,406,563,0,0,0,332,263,0,0,0,623,616,0,0,0,662,0,600,0,616,636,0,0,0,721,742,0,0,0,660,669,0,0,0,fight
617,551,584,681,635,517,422,395,445,363,264,427,291,191,618,0,603,0,0,632,615,630,676,636,585,624,631,685,718,751,658,676,714,623,0,627,0,0,0,0,585,0,0,0,0,0,507,0,0,0,0,0,0,0,0,0,0,0,0,631,0,0,0,0,0,694,0,0,0,0,0,0,0,0,0,0,fight
0,515,548,590,617,478,416,392,510,372,270,425,290,187,0,0,0,0,0,0,594,592,595,625,592,629,636,688,713,751,667,675,716,0,0,0,0,0,0,0,0,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,511,553,618,634,470,415,388,510,377,495,427,290,195,0,0,0,0,0,0,588,586,616,630,588,627,635,681,709,735,664,668,709,0,0,0,0,0,0,510,0,0,0,0,0,0,0,376,272,426,0,0,0,0,0,0,0,0,589,0,0,0,0,0,0,0,710,743,665,0,0,0,0,0,0,0,fight
0,514,560,637,615,467,416,383,435,681,193,435,294,192,0,0,0,0,0,0,592,590,621,649,589,626,634,666,666,721,659,666,710,0,0,0,0,0,0,0,0,0,0,0,0,0,461,303,501,434,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,676,734,660,704,0,0,0,0,0,0,fight
424,548,519,0,0,563,582,447,566,370,0,659,367,0,0,431,0,474,0,518,531,523,0,0,544,773,882,733,848,0,776,848,0,0,500,0,481,0,0,0,0,0,0,0,0,0,0,436,0,647,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874,0,777,956,0,0,0,0,0,0,fight
0,527,569,647,0,480,411,368,516,383,503,417,298,200,0,0,0,0,0,0,598,598,633,0,592,637,640,679,708,741,677,668,713,0,0,0,0,0,0,0,0,0,0,0,410,0,446,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,0,686,0,749,0,0,0,0,0,0,0,0,fight
0,523,572,648,485,474,409,362,435,552,200,398,298,199,0,0,578,0,0,0,600,598,639,740,594,636,641,697,678,719,680,664,713,0,0,654,0,0,0,0,0,0,0,599,0,592,434,334,494,0,374,261,0,0,0,0,0,0,0,0,0,0,648,0,671,698,712,730,0,702,748,0,0,0,0,0,fight
0,530,580,646,656,477,412,368,529,674,207,413,302,208,0,0,0,0,0,0,592,591,636,634,588,634,638,667,662,720,682,661,708,0,0,0,0,0,0,0,0,0,0,566,0,0,437,573,499,0,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,696,667,723,0,0,0,0,0,0,0,0,fight
0,538,590,616,0,484,421,370,456,673,224,481,310,212,0,0,0,0,0,0,591,591,643,0,587,636,642,651,665,723,658,663,713,0,0,0,0,0,0,588,0,0,0,582,0,0,558,330,513,0,395,500,0,0,0,0,0,0,637,0,0,0,608,0,0,672,668,730,0,705,728,0,0,0,0,0,fight
0,531,587,0,0,474,415,359,563,379,509,490,309,219,0,0,0,0,0,0,600,600,0,0,595,641,646,671,710,731,656,666,714,0,0,0,0,0,0,0,617,0,0,520,0,0,0,0,289,0,391,0,0,0,0,0,0,0,0,653,0,0,597,0,0,0,0,760,0,695,0,0,0,0,0,0,fight
0,567,585,0,0,546,457,432,570,363,294,450,311,226,0,0,600,0,0,0,645,600,0,0,604,602,633,657,704,752,656,664,711,0,0,640,0,0,0,0,595,0,0,0,0,0,484,0,0,0,381,0,0,0,0,0,0,0,0,667,0,0,0,0,0,693,0,0,0,690,0,0,0,0,0,0,fight
0,576,614,0,0,554,455,0,476,320,230,445,318,229,0,0,0,0,0,0,659,665,0,0,615,597,0,686,655,706,660,658,704,0,0,0,0,0,0,0,636,0,0,0,0,0,0,0,307,0,364,309,0,0,0,0,0,0,0,671,0,0,0,0,0,0,0,744,0,699,746,0,0,0,0,0,fight
0,577,602,0,0,0,450,0,0,324,239,450,319,235,0,0,0,0,0,0,646,656,0,0,0,593,0,0,657,706,621,660,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,354,0,0,341,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,0,0,661,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,0,fight
0,586,0,0,0,0,0,0,453,364,0,442,330,249,0,0,0,0,0,0,657,0,0,0,0,0,0,618,659,0,620,664,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,0,728,0,0,0,0,0,fight
635,656,620,108,185,692,103,184,621,570,550,605,677,682,628,650,0,672,0,288,399,401,464,505,399,461,505,574,846,994,723,845,967,274,277,0,292,0,0,668,54,614,579,716,672,760,602,0,0,668,0,0,0,0,0,0,0,0,591,404,509,562,591,503,700,724,0,0,735,0,0,0,0,0,0,0,fight
439,544,523,0,0,601,520,423,528,363,0,588,365,0,0,448,0,487,0,501,518,511,0,0,141,695,869,707,828,0,764,829,0,0,489,0,466,0,0,0,0,0,0,558,585,0,529,0,0,0,475,0,0,0,0,0,0,0,0,0,0,0,531,778,0,708,0,0,0,953,0,0,0,0,0,0,fight
0,0,0,0,0,430,0,0,590,0,369,544,371,251,0,0,0,0,0,0,0,0,0,0,592,0,0,646,0,719,634,638,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657,719,0,0,0,0,0,fight
0,0,607,634,0,436,0,0,0,0,258,527,364,257,0,0,0,0,0,0,0,653,683,0,582,0,0,0,0,700,622,638,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,0,0,0,0,0,0,fight
0,0,0,630,0,430,0,0,574,0,267,521,373,266,0,0,0,0,0,0,0,0,688,0,577,0,0,631,0,699,631,634,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,424,0,0,567,566,648,518,373,269,0,0,0,0,0,0,0,0,0,0,581,0,0,623,719,721,622,631,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,475,544,621,0,416,0,0,565,0,644,0,0,0,0,0,0,0,0,0,575,572,682,0,577,0,0,633,0,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,486,435,0,0,539,635,0,570,369,642,515,367,0,0,0,0,0,0,0,574,570,0,0,575,683,0,631,650,718,654,648,0,0,0,0,0,0,0,0,0,0,0,411,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,719,0,0,0,0,0,0,0,0,fight
0,482,426,0,0,530,559,0,563,0,0,518,365,292,0,0,0,0,0,0,573,572,0,0,573,616,0,640,0,0,655,646,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,0,0,0,0,0,fight
0,484,431,0,0,529,554,490,0,0,358,0,355,296,0,0,0,0,0,0,571,569,0,0,570,613,610,0,0,717,0,644,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,571,532,0,0,0,0,0,0,353,273,0,0,0,0,0,0,0,0,0,658,575,0,0,0,0,0,0,641,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,526,0,0,0,0,0,0,349,270,0,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,0,643,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
445,953,953,962,438,955,583,418,455,0,0,524,335,0,0,453,0,511,0,493,124,123,163,515,122,793,869,766,0,0,804,846,0,0,478,0,446,0,0,559,351,0,439,584,0,217,0,0,0,516,0,0,0,0,0,0,0,0,544,444,0,516,570,0,958,0,0,0,820,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,379,0,617,0,351,271,0,0,0,0,0,0,0,0,0,0,0,0,0,693,0,683,0,643,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731,0,0,0,0,0,0,0,0,fight
0,466,516,569,605,410,0,0,397,566,635,356,351,271,0,0,522,0,0,0,622,630,666,678,616,0,0,702,712,735,701,638,666,0,0,601,0,0,0,0,0,532,0,0,0,0,0,0,0,0,0,631,0,0,0,0,0,0,0,0,697,0,0,0,0,0,0,0,0,0,733,0,0,0,0,0,fight
0,465,514,564,614,406,365,561,496,507,638,392,349,355,0,0,0,0,0,0,573,573,651,678,560,585,635,624,633,731,625,638,717,0,0,0,0,0,0,0,505,0,0,0,314,284,421,508,0,391,572,632,0,0,0,0,0,0,0,616,0,0,0,661,662,672,634,0,626,672,728,0,0,0,0,0,fight
0,436,481,519,0,393,357,0,482,538,612,395,350,281,0,0,0,0,0,0,558,554,579,0,554,579,0,605,629,675,601,638,656,0,0,0,0,0,0,0,513,0,0,0,0,0,0,548,640,475,571,354,0,0,0,0,0,0,0,566,0,0,0,0,0,0,686,728,605,694,714,0,0,0,0,0,fight
0,419,519,0,0,375,347,544,457,528,616,367,350,358,0,0,0,0,0,0,566,566,0,0,552,575,634,596,661,680,592,622,711,0,0,0,0,0,0,0,0,0,0,374,0,355,0,586,644,366,602,639,0,0,0,0,0,0,0,0,0,0,553,0,707,0,691,729,593,648,723,0,0,0,0,0,fight
0,453,494,523,0,430,0,542,420,525,637,352,609,360,0,0,0,0,0,0,558,556,621,0,550,0,633,584,658,724,589,646,712,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,0,485,355,638,0,0,0,0,0,0,0,0,0,0,0,0,0,585,0,0,641,653,721,0,0,0,0,0,fight
0,371,0,0,0,336,349,551,462,540,489,504,608,630,0,0,0,0,0,0,577,0,0,0,588,653,639,627,671,683,633,646,718,0,0,0,0,0,0,0,0,0,0,0,0,358,461,501,490,0,607,0,0,0,0,0,0,0,0,0,0,0,0,0,708,628,684,684,0,647,0,0,0,0,0,0,fight
0,356,356,0,365,327,354,364,493,527,608,473,517,618,0,0,0,0,0,0,578,559,0,705,581,645,703,560,636,658,581,664,702,0,0,0,0,0,0,0,355,0,0,0,355,0,0,496,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,646,0,0,682,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,379,505,531,612,509,0,615,0,0,0,0,0,0,0,0,0,0,0,0,705,564,658,693,564,0,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,382,353,364,374,423,480,0,502,535,594,496,527,602,0,0,0,0,0,0,601,599,656,711,600,631,0,563,635,658,570,653,713,0,0,0,0,0,0,0,0,0,0,0,0,0,466,409,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,688,690,0,0,0,0,0,0,0,0,fight
439,951,952,958,972,951,574,415,929,322,0,929,329,0,0,453,967,0,0,490,125,126,162,177,123,769,869,180,843,0,178,843,0,0,478,106,0,0,0,249,505,0,0,570,0,0,509,257,0,570,462,0,0,0,0,0,0,0,281,340,0,0,549,0,0,691,938,0,739,949,0,0,0,0,0,0,fight
0,0,524,505,570,0,0,0,337,536,585,327,376,386,0,0,0,0,0,0,0,567,631,639,0,0,0,568,674,716,572,641,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,571,0,318,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,0,572,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,392,0,375,386,423,0,0,468,496,634,423,564,637,0,0,0,0,0,0,601,0,664,711,590,0,0,694,640,651,704,628,650,0,0,0,0,0,0,0,0,0,0,424,0,0,0,0,554,424,0,0,0,0,0,0,0,0,0,0,0,0,591,0,0,0,0,724,705,0,0,0,0,0,0,0,fight
330,568,616,664,322,523,419,330,647,519,499,593,504,558,0,339,0,525,0,530,499,501,570,552,496,540,542,611,675,774,609,673,783,0,527,0,476,0,0,338,296,283,0,384,0,0,297,292,552,380,406,0,0,0,0,353,0,0,558,555,587,0,555,0,0,675,751,780,679,764,0,0,0,0,519,0,fight
